GeneID,exon_bp,intron_bp,gene_bp
Ntf3,1714,63785,65499
Ntf5,2653,832,3485
Nthl1,2718,3440,6158
Ntm,8079,960313,968392
Ntmt1,2798,12410,15208
Ntn1,6277,185183,191460
Ntn3,5109,575,5684
Ntn4,3741,102786,106527
Ntn5,2216,8319,10535
Ntng1,8243,355729,363972
Ntng2,3990,54475,58465
Ntpcr,2673,15600,18273
Ntrk2,19292,308110,327402
Ntrk3,30170,531884,562054
Nts,1248,7483,8731
Ntsr1,3917,41088,45005
Ntsr2,3120,3726,6846
Nuak1,5625,64068,69693
Nuak2,3920,13443,17363
Nub1,4319,20528,24847
Nubp1,3637,8844,12481
Nubp2,1959,1780,3739
Nubpl,4954,210054,215008
Nucb1,8212,11737,19949
Nucb2,2331,33885,36216
Nucks1,6779,19009,25788
Nudc,1425,12030,13455
Nudc-ps1,551,0,551
Nudcd1,13256,41889,55145
Nudcd2,2054,4326,6380
Nudcd3,6496,88229,94725
Nudt1,1473,15009,16482
Nudt10,1775,2545,4320
Nudt11,3036,4622,7658
Nudt12,4401,9354,13755
Nudt12os,1557,27174,28731
Nudt13,4933,17949,22882
Nudt14,1587,6247,7834
Nudt15,3579,25787,29366
Nudt16,2592,330,2922
Nudt16l1,1948,324,2272
Nudt16l2,1006,745,1751
Nudt17,2239,257,2496
Nudt18,4440,612,5052
Nudt19,2680,6440,9120
Nudt2,845,14931,15776
Nudt21,5350,16186,21536
Nudt22,1195,1905,3100
Nudt3,4607,39507,44114
Nudt4,3210,13930,17140
Nudt5,6484,20393,26877
Nudt6,1677,13625,15302
Nudt7,5618,15565,21183
Nudt8,1135,389,1524
Nudt9,2392,16682,19074
Nuf2,6341,27190,33531
Nufip1,3974,22515,26489
Nufip2,5792,49975,55767
Nuggc,2836,47150,49986
Numa1,7919,72935,80854
Numb,3917,123984,127901
Numbl,8673,15039,23712
Nup107,3850,38235,42085
Nup133,7029,45114,52143
Nup153,7017,41019,48036
Nup155,11951,40024,51975
Nup160,8761,50353,59114
Nup188,6241,51629,57870
Nup205,9306,60870,70176
Nup210,10474,93288,103762
Nup210l,5720,102197,107917
Nup214,9659,69881,79540
Nup35,3366,38305,41671
Nup37,3328,28071,31399
Nup43,2560,8819,11379
Nup50,4894,14659,19553
Nup54,3328,16352,19680
Nup62,2854,11871,14725
Nup62cl,2234,53674,55908
Nup85,3385,16167,19552
Nup88,8144,18772,26916
Nup93,4257,98407,102664
Nup98,12602,78177,90779
Nupl1,3602,63218,66820
Nupl2,3768,15283,19051
Nupr1,2514,5099,7613
Nupr1l,2489,2761,5250
Nus1,4867,17770,22637
Nusap1,4059,28888,32947
Nutf2,2034,16717,18751
Nutf2-ps1,901,0,901
Nutf2-ps2,379,0,379
Nutm1,3731,7613,11344
Nutm2,2548,5501,8049
Nvl,13488,43579,57067
Nwd1,12067,59099,71166
Nwd2,10428,151017,161445
Nxf1,4427,9423,13850
Nxf2,2568,17661,20229
Nxf3,3048,10109,13157
Nxf7,2710,16513,19223
Nxn,3239,138704,141943
Nxnl1,2730,3317,6047
Nxnl2,3505,662,4167
Nxpe1-ps,1806,11833,13639
Nxpe2,4102,31347,35449
Nxpe3,6436,48897,55333
Nxpe4,5911,232092,238003
Nxpe5,4473,22993,27466
Nxph1,4753,295849,300602
Nxph2,2579,78149,80728
Nxph3,2099,2627,4726
Nxph4,1675,7412,9087
Nxt1,1116,2311,3427
Nxt2,3176,9747,12923
Nyap1,5244,6465,11709
Nyap2,12508,252307,264815
Nynrin,7518,13209,20727
Nyx,5183,18021,23204
OR5BS1P,4944,4143,9087
Oacyl,3687,49647,53334
Oaf,2629,16048,18677
Oard1,1558,5695,7253
Oas1a,1885,9381,11266
Oas1b,1992,9537,11529
Oas1c,2405,9916,12321
Oas1d,2021,5096,7117
Oas1e,1801,7504,9305
Oas1f,1480,9140,10620
Oas1g,2340,9132,11472
Oas1h,1703,10383,12086
Oas2,4451,15070,19521
Oas3,7069,17495,24564
Oasl1,2608,12068,14676
Oasl2,6374,8925,15299
Oat-rs1,1311,0,1311
Oaz1,2558,77,2635
Oaz2,2990,19310,22300
Oaz2-ps,537,32,569
Oaz3,4326,7176,11502
Obox1,1900,166019,167919
Obox2,1646,8179,9825
Obox3,3191,156887,160078
Obox3-ps1,995,606,1601
Obox3-ps2,1004,599,1603
Obox3-ps3,1004,599,1603
Obox3-ps4,1005,601,1606
Obox3-ps5,1003,597,1600
Obox3-ps7,410,125,535
Obox3-ps8,960,0,960
Obox4-ps1,700,0,700
Obox4-ps10,504,0,504
Obox4-ps11,724,0,724
Obox4-ps12,1362,577,1939
Obox4-ps13,1137,577,1714
Obox4-ps14,1127,577,1704
Obox4-ps15,1140,577,1717
Obox4-ps16,1137,577,1714
Obox4-ps17,1137,577,1714
Obox4-ps18,1137,577,1714
Obox4-ps2,442,0,442
Obox4-ps21,1140,577,1717
Obox4-ps23,1137,577,1714
Obox4-ps24,540,476,1016
Obox4-ps25,210,0,210
Obox4-ps26,724,0,724
Obox4-ps31,1137,571,1708
Obox4-ps32,537,484,1021
Obox4-ps33,1139,572,1711
Obox4-ps36,723,0,723
Obox4-ps37,276,0,276
Obox4-ps38,724,0,724
Obox4-ps4,397,0,397
Obox4-ps5,397,0,397
Obox4-ps6,724,0,724
Obox4-ps7,505,0,505
Obox4-ps8,714,0,714
Obox4-ps9,1136,572,1708
Obox5,2136,7534,9670
Obox7,1602,4899,6501
Obox8,1167,955,2122
Obp1a,757,5113,5870
Obp1b,797,4719,5516
Obp2a,744,2540,3284
Obp2b,732,2357,3089
Obscn,29422,115493,144915
Obsl1,8467,18676,27143
Oc90,1912,34433,36345
Oca2,3961,292798,296759
Ocel1,7133,931,8064
Ociad1,5515,15771,21286
Ociad2,2722,16108,18830
Ocln,4222,51990,56212
Ocm,733,6134,6867
Ocrl,9486,43996,53482
Ocstamp,3657,2989,6646
Odam,1376,7770,9146
Odaph,3506,4340,7846
Odc1,3405,3307,6712
Odf1,1105,6428,7533
Odf2,9919,32607,42526
Odf2l,11140,24188,35328
Odf3,2064,1150,3214
Odf3b,1786,353,2139
Odf3l1,1306,14715,16021
Odf3l2,1248,4965,6213
Odf4,1166,4081,5247
Odr4,4100,27676,31776
Ofcc1,3575,355994,359569
Ofd1,4453,46219,50672
Oga,8592,24987,33579
Ogdh,5456,59554,65010
Ogdhl,4148,21985,26133
Ogfod1,5846,24878,30724
Ogfod2,2260,927,3187
Ogfod3,1308,25813,27121
Ogfr,2580,4012,6592
Ogfrl1,8109,23240,31349
Ogg1,2187,5910,8097
Ogn,2566,13890,16456
Ogt,8045,36247,44292
Oip5,1778,7180,8958
Oip5os1,8306,4900,13206
Oit1,1569,28249,29818
Oit3,2788,16033,18821
Ola1,3561,122563,126124
Olah,1769,53460,55229
Olfm1,3553,34192,37745
Olfm2,2665,75995,78660
Olfm3,4938,216707,221645
Olfm4,2962,36097,39059
Olfm5,2268,9551,11819
Olfml1,1685,21964,23649
Olfml2a,5579,26197,31776
Olfml2b,3095,35163,38258
Olfml3,6161,9619,15780
Olfr1,3465,3140,6605
Olfr10,2776,12505,15281
Olfr1000,2057,2810,4867
Olfr1002,2295,2353,4648
Olfr1004-ps1,580,0,580
Olfr1008,942,0,942
Olfr1009,4047,5671,9718
Olfr101,3081,3677,6758
Olfr1012,3151,2263,5414
Olfr1013,4925,2627,7552
Olfr1015,2483,3313,5796
Olfr1016,2738,2189,4927
Olfr1018,3186,2557,5743
Olfr1019,3031,2832,5863
Olfr102,2835,2425,5260
Olfr1020,2674,2091,4765
Olfr1021-ps1,1042,4395,5437
Olfr1022,948,0,948
Olfr1023,4740,834,5574
Olfr1024,984,0,984
Olfr1025-ps1,3578,2611,6189
Olfr1027-ps1,875,419,1294
Olfr1028,3474,0,3474
Olfr1029,3747,1272,5019
Olfr103,3079,2317,5396
Olfr1030,4522,4497,9019
Olfr1031,1946,1455,3401
Olfr1032,1454,2132,3586
Olfr1033,4261,20278,24539
Olfr1034,4882,0,4882
Olfr1035-ps1,1188,9758,10946
Olfr1036,3203,0,3203
Olfr1037,1819,896,2715
Olfr1038-ps,4530,1604,6134
Olfr1039,4166,3768,7934
Olfr104-ps,4412,0,4412
Olfr1040,942,0,942
Olfr1042,5096,0,5096
Olfr1043,1824,3809,5633
Olfr1044,3266,5966,9232
Olfr1045,3040,4060,7100
Olfr1046,2770,1558,4328
Olfr1047,2450,2385,4835
Olfr1048,2993,3346,6339
Olfr105-ps,3778,3398,7176
Olfr1051,2879,2396,5275
Olfr1052,1789,4990,6779
Olfr1054,1410,1889,3299
Olfr1055,1444,2217,3661
Olfr1056,2213,5859,8072
Olfr1057,3249,2584,5833
Olfr1058,1710,2092,3802
Olfr106-ps,1927,3933,5860
Olfr1062,3726,2625,6351
Olfr1063-ps1,942,0,942
Olfr1065,2174,4460,6634
Olfr1066,942,0,942
Olfr107,4197,4055,8252
Olfr1070-ps1,388,0,388
Olfr1079,2153,3379,5532
Olfr1080,1582,3979,5561
Olfr1082,1620,3935,5555
Olfr1085,5204,3151,8355
Olfr1086,1153,2722,3875
Olfr1087,3861,7300,11161
Olfr109,5974,6701,12675
Olfr1090,2140,4130,6270
Olfr1092-ps1,398,0,398
Olfr1093,2240,2898,5138
Olfr1094,1693,3927,5620
Olfr1095,927,0,927
Olfr1097,4723,721,5444
Olfr1098,2885,712,3597
Olfr1099,4878,690,5568
Olfr11,3265,2631,5896
Olfr110,1751,5989,7740
Olfr1100,2937,989,3926
Olfr1102,1806,3415,5221
Olfr1103-ps1,937,0,937
Olfr1104,2797,3581,6378
Olfr1105,3012,2260,5272
Olfr1106,2573,2890,5463
Olfr1107,4388,2759,7147
Olfr1108-ps1,121,0,121
Olfr1109,2483,2331,4814
Olfr111,2643,21777,24420
Olfr1112,1443,3527,4970
Olfr1113,1949,3732,5681
Olfr1115,3629,2227,5856
Olfr1116,9655,1074,10729
Olfr1117-ps1,984,1080,2064
Olfr1118,4976,1065,6041
Olfr112,4758,3026,7784
Olfr1120,4424,2548,6972
Olfr1121,1996,1579,3575
Olfr1122,5036,1046,6082
Olfr1123,5267,1310,6577
Olfr1124,2422,3927,6349
Olfr1127-ps1,892,0,892
Olfr1129,2412,946,3358
Olfr113,1671,2116,3787
Olfr1130,2692,949,3641
Olfr1131,1794,1306,3100
Olfr1132,3260,1693,4953
Olfr1134,1385,1403,2788
Olfr1135,2648,1182,3830
Olfr1136,1067,0,1067
Olfr1137,3073,1234,4307
Olfr1138,1611,1621,3232
Olfr114,1461,2050,3511
Olfr1144-ps1,328,0,328
Olfr1146-ps1,943,0,943
Olfr1148,3095,2176,5271
Olfr115,2599,15571,18170
Olfr1150-ps1,3311,2238,5549
Olfr1151,2866,1196,4062
Olfr1152,6201,1464,7665
Olfr1154,2917,994,3911
Olfr1155,2158,1335,3493
Olfr1156,3351,2697,6048
Olfr1157,4621,5194,9815
Olfr1158,942,0,942
Olfr1160,6048,1294,7342
Olfr1161,3762,1717,5479
Olfr1162,4800,410,5210
Olfr1163,1611,403,2014
Olfr1165-ps,950,0,950
Olfr1166,2004,2909,4913
Olfr1167,4276,4768,9044
Olfr117,3505,2678,6183
Olfr1170,3355,2882,6237
Olfr1171-ps1,1398,4650,6048
Olfr1173,5392,1444,6836
Olfr1174-ps,1790,3062,4852
Olfr1175-ps,5552,3470,9022
Olfr1176,2823,2505,5328
Olfr1177-ps,2826,1535,4361
Olfr1178,6561,7177,13738
Olfr1179,1309,3286,4595
Olfr118,2059,4430,6489
Olfr1180,2122,6381,8503
Olfr1181,4087,1764,5851
Olfr1183,8353,5980,14333
Olfr1184,3164,2523,5687
Olfr1185-ps1,3344,5386,8730
Olfr1186,1891,6349,8240
Olfr1188,1406,2475,3881
Olfr119,1722,3839,5561
Olfr1191-ps1,6083,1814,7897
Olfr1192-ps1,8248,3016,11264
Olfr1195,2585,5148,7733
Olfr1196,4310,2985,7295
Olfr1197,2899,2565,5464
Olfr1198,3413,3988,7401
Olfr1199,3106,3169,6275
Olfr12,4158,1467,5625
Olfr120,1649,3764,5413
Olfr1200,4996,1982,6978
Olfr1201,2602,1190,3792
Olfr1202,3802,2414,6216
Olfr1204,6935,1694,8629
Olfr1205,6149,1219,7368
Olfr1206,3303,1220,4523
Olfr1208,2893,3844,6737
Olfr1209,5611,4605,10216
Olfr121,1494,2821,4315
Olfr1211,4243,6993,11236
Olfr1212,3636,3709,7345
Olfr1214,2126,4049,6175
Olfr1215,2683,4270,6953
Olfr1217,4258,6472,10730
Olfr1218,3985,4907,8892
Olfr1219,5887,5386,11273
Olfr122,2344,2799,5143
Olfr1220,4223,8425,12648
Olfr1221,3841,4357,8198
Olfr1222,3812,6358,10170
Olfr1223,2333,5720,8053
Olfr1224-ps1,2711,6045,8756
Olfr1225,5552,738,6290
Olfr1226,8079,3131,11210
Olfr1228,3260,2839,6099
Olfr1229,3594,3945,7539
Olfr123,2901,1705,4606
Olfr1230,918,0,918
Olfr1232,2438,2249,4687
Olfr1233,6625,2566,9191
Olfr1234,3860,993,4853
Olfr1239,1643,1735,3378
Olfr124,4669,4061,8730
Olfr1240,4603,2102,6705
Olfr1241,2442,3371,5813
Olfr1242,2691,3265,5956
Olfr1243,3148,2451,5599
Olfr1244-ps1,683,0,683
Olfr1245,2610,2432,5042
Olfr1246,5442,1575,7017
Olfr1247,6081,3091,9172
Olfr1248,1078,0,1078
Olfr1249,3047,3035,6082
Olfr125,3892,1650,5542
Olfr1250,4637,3058,7695
Olfr1251,3133,2934,6067
Olfr1252,3331,2107,5438
Olfr1253,6573,1051,7624
Olfr1254,2650,3645,6295
Olfr1255,2253,3557,5810
Olfr1256,6809,9436,16245
Olfr1257,2761,1829,4590
Olfr1258,7098,1928,9026
Olfr1259,4325,3808,8133
Olfr126,1958,2617,4575
Olfr1260,4490,2757,7247
Olfr1261,3269,1700,4969
Olfr1262,6449,1698,8147
Olfr1263,4400,1894,6294
Olfr1264,4311,2741,7052
Olfr1265,5701,1177,6878
Olfr1267-ps1,930,0,930
Olfr1268-ps1,2501,3428,5929
Olfr1269,3927,1299,5226
Olfr127,3734,2625,6359
Olfr1270,5187,2650,7837
Olfr1271,6613,3874,10487
Olfr1272,2442,10137,12579
Olfr1274-ps,3395,1820,5215
Olfr1275,2418,2509,4927
Olfr1276,5052,2459,7511
Olfr1277,5944,3217,9161
Olfr1278,6916,1835,8751
Olfr1279,3385,5024,8409
Olfr128,3681,2573,6254
Olfr1280,7721,4266,11987
Olfr1281,4905,1428,6333
Olfr1283,1689,1585,3274
Olfr1284,1777,3315,5092
Olfr1285,1430,1435,2865
Olfr1286,3743,1531,5274
Olfr1288,1326,4568,5894
Olfr1289,1651,2146,3797
Olfr129,5299,3924,9223
Olfr1290,2990,3312,6302
Olfr1291-ps1,5403,1971,7374
Olfr1293-ps,3697,4380,8077
Olfr1294,1983,1779,3762
Olfr1295,5539,2720,8259
Olfr1296-ps1,939,0,939
Olfr1297,6998,4267,11265
Olfr1298,1563,3141,4704
Olfr13,3709,1612,5321
Olfr130,5988,2882,8870
Olfr1301,4820,3027,7847
Olfr1302,2729,2543,5272
Olfr1303,2976,5118,8094
Olfr1305,2331,7162,9493
Olfr1306,1893,3115,5008
Olfr1307,15582,3743,19325
Olfr1308,2093,3567,5660
Olfr1309,5528,4897,10425
Olfr131,1804,5266,7070
Olfr1310,4897,3238,8135
Olfr1311,2667,2090,4757
Olfr1312,5347,6824,12171
Olfr1313,2652,5104,7756
Olfr1314,2976,4020,6996
Olfr1315-ps1,1596,3788,5384
Olfr1316,4184,3798,7982
Olfr1317,2578,1148,3726
Olfr1318,4520,440,4960
Olfr132,1913,2751,4664
Olfr1320,1995,10498,12493
Olfr1321,4546,6937,11483
Olfr1322,3886,4607,8493
Olfr1323,5436,8476,13912
Olfr1324,5808,1693,7501
Olfr1325,3617,1283,4900
Olfr1326-ps1,3637,2099,5736
Olfr1327-ps1,835,0,835
Olfr1328,5038,3504,8542
Olfr1329,942,0,942
Olfr133,3130,2859,5989
Olfr1330,5822,5179,11001
Olfr1331,3230,3829,7059
Olfr1332-ps1,960,0,960
Olfr1333,3006,5615,8621
Olfr1335,1148,0,1148
Olfr1336,6882,3768,10650
Olfr1338,2968,3795,6763
Olfr1339,2559,2173,4732
Olfr134,1670,3521,5191
Olfr1340,3570,5688,9258
Olfr1341,4957,4959,9916
Olfr1342,3269,2002,5271
Olfr1346,4549,6463,11012
Olfr1347,1823,10989,12812
Olfr1348,3021,5935,8956
Olfr1349,5182,4500,9682
Olfr135,2976,3605,6581
Olfr1350,1768,4793,6561
Olfr1351,2489,4685,7174
Olfr1352,4356,2498,6854
Olfr1353,2032,5998,8030
Olfr1354,3914,3315,7229
Olfr1355,3317,3410,6727
Olfr1356,3023,4092,7115
Olfr1357,2313,4759,7072
Olfr1358,1064,2075,3139
Olfr1359,4425,4298,8723
Olfr1360,2315,1660,3975
Olfr1361,2792,3715,6507
Olfr1362,3045,0,3045
Olfr1364,3119,6828,9947
Olfr1366,3205,4491,7696
Olfr1369-ps1,4000,3613,7613
Olfr137,2514,1530,4044
Olfr1370,4322,1292,5614
Olfr1371,936,0,936
Olfr1372-ps1,9812,3626,13438
Olfr1373,936,0,936
Olfr1374-ps1,936,0,936
Olfr1377,2581,2046,4627
Olfr1378,4324,2260,6584
Olfr1379-ps1,1001,0,1001
Olfr1380,2498,6484,8982
Olfr1381,4954,7725,12679
Olfr1382,4383,6062,10445
Olfr1383,4168,3384,7552
Olfr1384,4437,6185,10622
Olfr1385,4430,3997,8427
Olfr1386,2559,4111,6670
Olfr1387,4840,3819,8659
Olfr1388,3034,6446,9480
Olfr1389,3707,6195,9902
Olfr139,1621,10898,12519
Olfr1390,2875,4185,7060
Olfr1391,3235,3834,7069
Olfr1392,3688,6922,10610
Olfr1393,3010,1456,4466
Olfr1394,3024,5454,8478
Olfr1395,2984,5196,8180
Olfr1396,4247,646,4893
Olfr1397-ps1,962,0,962
Olfr1398-ps1,929,9152,10081
Olfr140,3574,10641,14215
Olfr1402,4051,10520,14571
Olfr1404,3686,2506,6192
Olfr1406,3203,5585,8788
Olfr1408,3453,5873,9326
Olfr141,2935,2950,5885
Olfr1410,7927,1098,9025
Olfr1411,1901,1442,3343
Olfr1412,3663,1934,5597
Olfr1413,1724,1352,3076
Olfr1414,6083,6213,12296
Olfr1415,2815,4186,7001
Olfr1416,4838,4351,9189
Olfr1417,3582,8835,12417
Olfr1418,4046,4434,8480
Olfr1419,3173,3321,6494
Olfr142,3630,3833,7463
Olfr1420,3066,8449,11515
Olfr1421-ps1,208,0,208
Olfr1422-ps1,743,407,1150
Olfr1423,5570,3961,9531
Olfr1424,1714,2345,4059
Olfr1425,2178,2320,4498
Olfr1426,3351,1917,5268
Olfr1427,3342,1987,5329
Olfr1428,2131,6051,8182
Olfr143,3449,327,3776
Olfr1430-ps1,917,0,917
Olfr1431,3184,8374,11558
Olfr1432,2068,2774,4842
Olfr1434,2769,3004,5773
Olfr1436,948,0,948
Olfr1437,3966,1929,5895
Olfr1438-ps1,4761,1728,6489
Olfr1439-ps1,824,569,1393
Olfr1440,7609,6697,14306
Olfr1441,2200,3937,6137
Olfr1442,3629,3210,6839
Olfr1443,4397,1343,5740
Olfr1444,1895,4263,6158
Olfr1445,1001,0,1001
Olfr1446,2596,2663,5259
Olfr1447,2655,1655,4310
Olfr1448,4336,3423,7759
Olfr1449,1304,3609,4913
Olfr145,6796,0,6796
Olfr1450,3113,3036,6149
Olfr1451,1698,3706,5404
Olfr1454,4284,2264,6548
Olfr1456-ps1,518,0,518
Olfr1457,2549,1964,4513
Olfr1458,1914,3269,5183
Olfr1459,8929,2600,11529
Olfr146,1745,3560,5305
Olfr1461,3525,1606,5131
Olfr1462,3424,4618,8042
Olfr1463,2315,2758,5073
Olfr1467,3671,2148,5819
Olfr1468-ps1,1208,3005,4213
Olfr1469,4106,2586,6692
Olfr147,5356,944,6300
Olfr1470-ps1,949,0,949
Olfr1471,3858,4261,8119
Olfr1472,1377,1430,2807
Olfr1474,1539,1054,2593
Olfr1475,945,0,945
Olfr1477,4040,1607,5647
Olfr1479-ps1,382,0,382
Olfr148,2775,2498,5273
Olfr1480,2144,1219,3363
Olfr1481-ps1,134,0,134
Olfr1484,3842,1480,5322
Olfr1487,4157,1541,5698
Olfr1489,11280,1087,12367
Olfr149,2806,3794,6600
Olfr1490,5165,3290,8455
Olfr1491,1729,7131,8860
Olfr1492-ps1,865,0,865
Olfr1493-ps1,1828,2878,4706
Olfr1494,2156,8596,10752
Olfr1495,2095,3548,5643
Olfr1496,2454,2589,5043
Olfr1497,1672,2207,3879
Olfr1498-ps1,991,839,1830
Olfr1499,1834,3339,5173
Olfr15,6260,7610,13870
Olfr150,1867,5612,7479
Olfr1500,2894,713,3607
Olfr1501,4472,11188,15660
Olfr1502,951,0,951
Olfr1503-ps1,803,0,803
Olfr1505,3685,4652,8337
Olfr1506,2495,1821,4316
Olfr1507,2877,4082,6959
Olfr1508,5791,2876,8667
Olfr1509,2577,7008,9585
Olfr151,1128,0,1128
Olfr1510,1983,3260,5243
Olfr1511,1468,6118,7586
Olfr1512,2082,5755,7837
Olfr1513,2873,6041,8914
Olfr152,2208,2882,5090
Olfr153,1258,0,1258
Olfr1535,3959,2041,6000
Olfr1537,4114,11469,15583
Olfr154,1079,0,1079
Olfr1542-ps1,752,0,752
Olfr1543-ps1,908,164,1072
Olfr155,3480,2551,6031
Olfr1555-ps1,2918,2771,5689
Olfr156,1867,1897,3764
Olfr1564,5456,5029,10485
Olfr1565,2340,1821,4161
Olfr157,6617,3043,9660
Olfr159,960,0,960
Olfr16,2690,5259,7949
Olfr160,3492,3795,7287
Olfr161,7133,1149,8282
Olfr162-ps1,934,0,934
Olfr163-ps1,940,0,940
Olfr164,2883,27078,29961
Olfr165,1912,14979,16891
Olfr166,4381,1808,6189
Olfr167,7435,5274,12709
Olfr169,2485,4436,6921
Olfr17,3666,2923,6589
Olfr170,1437,4750,6187
Olfr171,1406,4581,5987
Olfr172,1834,1799,3633
Olfr173,2867,2195,5062
Olfr175-ps1,1209,1912,3121
Olfr177,2401,1413,3814
Olfr178,2103,1653,3756
Olfr18,2907,21036,23943
Olfr180,1869,13239,15108
Olfr183,2411,3674,6085
Olfr184-ps1,516,316,832
Olfr186,2337,2158,4495
Olfr187,1327,2878,4205
Olfr188-ps1,4706,2636,7342
Olfr19,1992,2186,4178
Olfr190,8240,2626,10866
Olfr193,2874,1084,3958
Olfr194,3705,828,4533
Olfr195,2081,1651,3732
Olfr196,1711,2097,3808
Olfr197,1320,3390,4710
Olfr198,2277,905,3182
Olfr199,2728,2906,5634
Olfr2,6734,3940,10674
Olfr200-ps1,874,0,874
Olfr201,3706,2814,6520
Olfr202,1321,1957,3278
Olfr204,5371,2672,8043
Olfr205,1654,1480,3134
Olfr210-ps1,905,0,905
Olfr211,4880,4251,9131
Olfr212,2792,8658,11450
Olfr214,2820,3557,6377
Olfr215,4112,0,4112
Olfr218,3623,4906,8529
Olfr22-ps1,1237,3069,4306
Olfr220,3286,5910,9196
Olfr221,3144,5354,8498
Olfr222,2474,3507,5981
Olfr223,1776,3017,4793
Olfr224,2123,2575,4698
Olfr225,2658,1818,4476
Olfr228,1854,3612,5466
Olfr229,3125,2272,5397
Olfr231,5204,2748,7952
Olfr235,3576,5780,9356
Olfr237-ps1,4225,6378,10603
Olfr239,3773,7432,11205
Olfr24,4393,8097,12490
Olfr243,4735,1761,6496
Olfr247,1983,327,2310
Olfr248,1010,0,1010
Olfr25,6830,0,6830
Olfr250,3969,491,4460
Olfr251,4930,459,5389
Olfr258-ps1,1085,1762,2847
Olfr259,4170,5820,9990
Olfr260-ps1,822,357,1179
Olfr262,939,0,939
Olfr263,4022,2636,6658
Olfr266,2244,3559,5803
Olfr267,4050,963,5013
Olfr268-ps1,945,6632,7577
Olfr269-ps1,302,0,302
Olfr270,3267,4661,7928
Olfr271-ps1,952,0,952
Olfr272,1973,6999,8972
Olfr273,4805,2278,7083
Olfr275,3382,10284,13666
Olfr277-ps1,285,0,285
Olfr279,5605,4631,10236
Olfr281,4546,3262,7808
Olfr282,1587,5827,7414
Olfr283,2392,856,3248
Olfr284,966,0,966
Olfr285,5330,2821,8151
Olfr286,3821,6322,10143
Olfr288,2569,6961,9530
Olfr29-ps1,963,0,963
Olfr290,6158,2577,8735
Olfr291,3471,2589,6060
Olfr292,3211,5967,9178
Olfr293,2852,14133,16985
Olfr295,6013,1254,7267
Olfr297,1928,6602,8530
Olfr298,3555,2608,6163
Olfr299,4479,5158,9637
Olfr3,2018,3523,5541
Olfr30,2421,5745,8166
Olfr300-ps1,2395,6951,9346
Olfr301,1937,8242,10179
Olfr303,4200,1780,5980
Olfr305,3778,2297,6075
Olfr307,4519,892,5411
Olfr308,4991,2422,7413
Olfr309,3293,5942,9235
Olfr31,4194,4770,8964
Olfr310,1404,7282,8686
Olfr311,3155,1706,4861
Olfr312,3776,1768,5544
Olfr313,2655,1796,4451
Olfr314,2724,3093,5817
Olfr315,2484,4580,7064
Olfr316,2719,4219,6938
Olfr317,2917,5278,8195
Olfr318,4552,2266,6818
Olfr319,2500,1811,4311
Olfr32,3168,2856,6024
Olfr320,3029,2106,5135
Olfr322,4958,5789,10747
Olfr323,1916,4427,6343
Olfr324,3792,1878,5670
Olfr325,1673,2963,4636
Olfr328,2923,1860,4783
Olfr329-ps,4075,2547,6622
Olfr33,2372,4548,6920
Olfr330,2913,4738,7651
Olfr331,975,0,975
Olfr332,3426,1180,4606
Olfr333-ps1,2110,2683,4793
Olfr334-ps1,892,0,892
Olfr335-ps,939,0,939
Olfr336-ps1,940,0,940
Olfr338,5783,3132,8915
Olfr339,4867,2310,7177
Olfr341,6634,2114,8748
Olfr342,3829,1964,5793
Olfr344,7675,1842,9517
Olfr345,936,0,936
Olfr346,4104,1402,5506
Olfr347,3385,2354,5739
Olfr348,3637,2086,5723
Olfr349-ps1,609,0,609
Olfr350,2086,3307,5393
Olfr351,3427,1695,5122
Olfr352,3337,989,4326
Olfr353,4202,1442,5644
Olfr354,9539,820,10359
Olfr355,3610,98,3708
Olfr356,948,0,948
Olfr357,5452,2569,8021
Olfr358,4978,2195,7173
Olfr360,1816,2090,3906
Olfr361,2749,2806,5555
Olfr362,4199,12006,16205
Olfr364-ps1,2899,6365,9264
Olfr365,5388,12434,17822
Olfr366,5333,7600,12933
Olfr368,1200,5058,6258
Olfr370,4600,4848,9448
Olfr371,1162,4360,5522
Olfr372,3542,15871,19413
Olfr373,4208,15700,19908
Olfr374,8846,2315,11161
Olfr375-ps1,249,0,249
Olfr376,3342,3249,6591
Olfr378,1508,2361,3869
Olfr38,2782,4046,6828
Olfr380,1719,2904,4623
Olfr381,2769,4561,7330
Olfr383-ps1,935,0,935
Olfr384,2576,3923,6499
Olfr385,1671,3036,4707
Olfr387-ps1,1513,4306,5819
Olfr388-ps1,2129,2061,4190
Olfr389,3490,2375,5865
Olfr39,2028,3200,5228
Olfr390,3830,3653,7483
Olfr391-ps,2080,3112,5192
Olfr392,3904,1406,5310
Olfr393,4048,2994,7042
Olfr394,5628,1807,7435
Olfr395,4275,1707,5982
Olfr396-ps1,1675,2892,4567
Olfr397,4168,2828,6996
Olfr398,5348,5093,10441
Olfr401,2227,7003,9230
Olfr402,3601,1032,4633
Olfr403,3630,8734,12364
Olfr404-ps1,972,0,972
Olfr405-ps1,1571,9445,11016
Olfr406,2927,8891,11818
Olfr407-ps1,866,152,1018
Olfr408-ps1,941,0,941
Olfr409-ps1,971,0,971
Olfr410,5190,2561,7751
Olfr411,2629,4893,7522
Olfr412,1786,2364,4150
Olfr414,4526,6158,10684
Olfr416-ps1,804,333,1137
Olfr417,6080,3271,9351
Olfr418,4388,3606,7994
